日期,城市,花粉等级,等级描述,颜色代码,城市ID,城市代码
2025-02-18,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-18,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-18,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-18,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-18,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-18,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-18,大连,暂无,,#C4A39F,101070201,dalian
2025-02-18,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-18,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-18,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-18,延安,暂无,,#C4A39F,101110300,yanan
2025-02-18,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-18,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-18,承德,暂无,,#C4A39F,101090402,chengde
2025-02-18,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-18,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-18,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-18,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-18,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-18,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-18,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-18,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-18,泊头,暂无,,#C4A39F,101090711,botou
2025-02-18,济南,暂无,,#C4A39F,101120101,jinan
2025-02-18,海口,暂无,,#C4A39F,101310101,haikou
2025-02-18,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-18,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-18,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-18,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-18,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-18,西宁,暂无,,#C4A39F,101150101,xining
2025-02-18,西安,暂无,,#C4A39F,101110101,xian
2025-02-18,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-18,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-18,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-18,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-18,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-18,长春,暂无,,#C4A39F,101060101,changchun
2025-02-18,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-19,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-19,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-19,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-19,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-19,保定,暂无,,#C4A39F,101090201,baoding
2025-02-19,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-19,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-19,包头,暂无,,#C4A39F,101080201,baotou
2025-02-19,北京,暂无,,#C4A39F,101010100,beijing
2025-02-19,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-19,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-19,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-19,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-19,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-19,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-19,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-19,大连,暂无,,#C4A39F,101070201,dalian
2025-02-19,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-19,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-19,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-19,延安,暂无,,#C4A39F,101110300,yanan
2025-02-19,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-19,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-19,承德,暂无,,#C4A39F,101090402,chengde
2025-02-19,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-19,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-19,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-19,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-19,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-19,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-19,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-19,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-19,泊头,暂无,,#C4A39F,101090711,botou
2025-02-19,济南,暂无,,#C4A39F,101120101,jinan
2025-02-19,海口,暂无,,#C4A39F,101310101,haikou
2025-02-19,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-19,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-19,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-19,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-19,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-19,西宁,暂无,,#C4A39F,101150101,xining
2025-02-19,西安,较低,,#C4A39F,101110101,xian
2025-02-19,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-19,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-19,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-19,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-19,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-19,长春,暂无,,#C4A39F,101060101,changchun
2025-02-19,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-20,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-20,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-20,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-20,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-20,保定,暂无,,#C4A39F,101090201,baoding
2025-02-20,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-20,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-20,包头,暂无,,#C4A39F,101080201,baotou
2025-02-20,北京,暂无,,#C4A39F,101010100,beijing
2025-02-20,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-20,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-20,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-20,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-20,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-20,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-20,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-20,大连,暂无,,#C4A39F,101070201,dalian
2025-02-20,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-20,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-20,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-20,延安,暂无,,#C4A39F,101110300,yanan
2025-02-20,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-20,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-20,承德,暂无,,#C4A39F,101090402,chengde
2025-02-20,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-20,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-20,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-20,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-20,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-20,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-20,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-20,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-20,泊头,暂无,,#C4A39F,101090711,botou
2025-02-20,济南,暂无,,#C4A39F,101120101,jinan
2025-02-20,海口,暂无,,#C4A39F,101310101,haikou
2025-02-20,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-20,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-20,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-20,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-20,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-20,西宁,暂无,,#C4A39F,101150101,xining
2025-02-20,西安,很低,不易引发过敏反应。,#81CB31,101110101,xian
2025-02-20,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-20,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-20,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-20,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-20,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-20,长春,暂无,,#C4A39F,101060101,changchun
2025-02-20,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-21,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-21,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-21,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-21,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-21,保定,暂无,,#C4A39F,101090201,baoding
2025-02-21,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-21,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-21,包头,暂无,,#C4A39F,101080201,baotou
2025-02-21,北京,暂无,,#C4A39F,101010100,beijing
2025-02-21,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-21,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-21,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-21,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-21,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-21,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-21,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-21,大连,暂无,,#C4A39F,101070201,dalian
2025-02-21,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-21,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-21,广州,低,易引发轻度过敏，适当防护对症用药。,#A1FF3D,101280101,guangzhou
2025-02-21,延安,暂无,,#C4A39F,101110300,yanan
2025-02-21,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-21,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-21,承德,暂无,,#C4A39F,101090402,chengde
2025-02-21,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-21,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-21,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-21,杭州,暂无,,#C4A39F,101210101,hangzhou
2025-02-21,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-21,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-21,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-21,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-21,泊头,暂无,,#C4A39F,101090711,botou
2025-02-21,济南,暂无,,#C4A39F,101120101,jinan
2025-02-21,海口,暂无,,#C4A39F,101310101,haikou
2025-02-21,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-21,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-21,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-21,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-21,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-21,西宁,暂无,,#C4A39F,101150101,xining
2025-02-21,西安,很低,不易引发过敏反应。,#81CB31,101110101,xian
2025-02-21,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-21,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-21,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-21,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-21,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-21,长春,暂无,,#C4A39F,101060101,changchun
2025-02-21,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-22,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-22,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-22,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-22,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-22,保定,暂无,,#C4A39F,101090201,baoding
2025-02-22,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-22,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-22,包头,暂无,,#C4A39F,101080201,baotou
2025-02-22,北京,暂无,,#C4A39F,101010100,beijing
2025-02-22,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-22,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-22,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-22,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-22,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-22,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-22,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-22,大连,暂无,,#C4A39F,101070201,dalian
2025-02-22,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-22,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-22,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-22,延安,暂无,,#C4A39F,101110300,yanan
2025-02-22,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-22,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-22,承德,暂无,,#C4A39F,101090402,chengde
2025-02-22,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-22,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-22,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-22,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-22,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-22,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-22,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-22,沧州,很低,不易引发过敏反应。,#81CB31,101090701,cangzhou
2025-02-22,泊头,暂无,,#C4A39F,101090711,botou
2025-02-22,济南,暂无,,#C4A39F,101120101,jinan
2025-02-22,海口,暂无,,#C4A39F,101310101,haikou
2025-02-22,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-22,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-22,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-22,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-22,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-22,西宁,暂无,,#C4A39F,101150101,xining
2025-02-22,西安,很低,不易引发过敏反应。,#81CB31,101110101,xian
2025-02-22,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-22,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-22,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-22,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-22,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-22,长春,暂无,,#C4A39F,101060101,changchun
2025-02-22,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-23,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-23,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-23,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-23,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-23,保定,暂无,,#C4A39F,101090201,baoding
2025-02-23,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-23,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-23,包头,暂无,,#C4A39F,101080201,baotou
2025-02-23,北京,暂无,,#C4A39F,101010100,beijing
2025-02-23,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-23,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-23,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-23,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-23,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-23,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-23,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-23,大连,暂无,,#C4A39F,101070201,dalian
2025-02-23,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-23,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-23,广州,中,易引发过敏，加强防护，对症用药。,#F5EE32,101280101,guangzhou
2025-02-23,延安,暂无,,#C4A39F,101110300,yanan
2025-02-23,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-23,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-23,承德,暂无,,#C4A39F,101090402,chengde
2025-02-23,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-23,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-23,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-23,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-23,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-23,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-23,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-23,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-23,泊头,暂无,,#C4A39F,101090711,botou
2025-02-23,济南,暂无,,#C4A39F,101120101,jinan
2025-02-23,海口,暂无,,#C4A39F,101310101,haikou
2025-02-23,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-23,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-23,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-23,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-23,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-23,西宁,暂无,,#C4A39F,101150101,xining
2025-02-23,西安,很低,不易引发过敏反应。,#81CB31,101110101,xian
2025-02-23,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-23,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-23,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-23,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-23,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-23,长春,暂无,,#C4A39F,101060101,changchun
2025-02-23,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-24,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-24,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-24,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-24,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-24,保定,暂无,,#C4A39F,101090201,baoding
2025-02-24,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-24,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-24,包头,暂无,,#C4A39F,101080201,baotou
2025-02-24,北京,暂无,,#C4A39F,101010100,beijing
2025-02-24,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-24,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-24,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-24,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-24,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-24,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-24,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-24,大连,暂无,,#C4A39F,101070201,dalian
2025-02-24,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-24,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-24,广州,低,易引发轻度过敏，适当防护对症用药。,#A1FF3D,101280101,guangzhou
2025-02-24,延安,暂无,,#C4A39F,101110300,yanan
2025-02-24,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-24,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-24,承德,暂无,,#C4A39F,101090402,chengde
2025-02-24,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-24,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-24,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-24,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-24,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-24,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-24,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-24,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-24,泊头,暂无,,#C4A39F,101090711,botou
2025-02-24,济南,暂无,,#C4A39F,101120101,jinan
2025-02-24,海口,暂无,,#C4A39F,101310101,haikou
2025-02-24,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-24,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-24,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-24,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-24,聊城,很低,不易引发过敏反应。,#81CB31,101121701,liaocheng
2025-02-24,西宁,暂无,,#C4A39F,101150101,xining
2025-02-24,西安,很低,不易引发过敏反应。,#81CB31,101110101,xian
2025-02-24,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-24,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-24,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-24,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-24,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-24,长春,暂无,,#C4A39F,101060101,changchun
2025-02-24,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-25,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-25,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-25,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-25,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-25,保定,暂无,,#C4A39F,101090201,baoding
2025-02-25,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-25,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-25,包头,暂无,,#C4A39F,101080201,baotou
2025-02-25,北京,暂无,,#C4A39F,101010100,beijing
2025-02-25,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-25,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-25,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-25,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-25,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-25,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-25,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-25,大连,暂无,,#C4A39F,101070201,dalian
2025-02-25,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-25,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-25,广州,低,易引发轻度过敏，适当防护对症用药。,#A1FF3D,101280101,guangzhou
2025-02-25,延安,暂无,,#C4A39F,101110300,yanan
2025-02-25,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-25,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-25,承德,暂无,,#C4A39F,101090402,chengde
2025-02-25,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-25,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-25,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-25,杭州,暂无,,#C4A39F,101210101,hangzhou
2025-02-25,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-25,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-25,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-25,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-25,泊头,暂无,,#C4A39F,101090711,botou
2025-02-25,济南,暂无,,#C4A39F,101120101,jinan
2025-02-25,海口,暂无,,#C4A39F,101310101,haikou
2025-02-25,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-25,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-25,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-25,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-25,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-25,西宁,暂无,,#C4A39F,101150101,xining
2025-02-25,西安,很低,不易引发过敏反应。,#81CB31,101110101,xian
2025-02-25,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-25,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-25,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-25,重庆,暂无,,#C4A39F,101040100,chongqing
2025-02-25,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-25,长春,暂无,,#C4A39F,101060101,changchun
2025-02-25,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-26,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-26,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-26,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-26,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-26,保定,暂无,,#C4A39F,101090201,baoding
2025-02-26,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-26,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-26,包头,暂无,,#C4A39F,101080201,baotou
2025-02-26,北京,暂无,,#C4A39F,101010100,beijing
2025-02-26,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-26,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-26,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-26,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-26,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-26,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-26,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-26,大连,暂无,,#C4A39F,101070201,dalian
2025-02-26,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-26,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-26,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-26,延安,暂无,,#C4A39F,101110300,yanan
2025-02-26,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-26,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-26,承德,暂无,,#C4A39F,101090402,chengde
2025-02-26,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-26,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-26,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-26,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-26,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-26,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-26,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-26,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-26,泊头,暂无,,#C4A39F,101090711,botou
2025-02-26,济南,暂无,,#C4A39F,101120101,jinan
2025-02-26,海口,暂无,,#C4A39F,101310101,haikou
2025-02-26,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-26,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-26,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-26,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-26,聊城,很低,不易引发过敏反应。,#81CB31,101121701,liaocheng
2025-02-26,西宁,暂无,,#C4A39F,101150101,xining
2025-02-26,西安,中,易引发过敏，加强防护，对症用药。,#F5EE32,101110101,xian
2025-02-26,贵阳,暂无,,#C4A39F,101260101,guiyang
