city,city_id,cityCode,addTime,week,level,levelCode,color,elenum,levelMsg,eletype,uploadUserName,createDate
承德,101090402,chengde,2025-03-10,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-10T18:40:42
承德,101090402,chengde,2025-03-09,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-09T22:18:21
承德,101090402,chengde,2025-03-08,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-08T16:19:55
承德,101090402,chengde,2025-03-07,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-07T16:13:41
承德,101090402,chengde,2025-03-06,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-06T16:12:46
承德,101090402,chengde,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-05T16:09:27
承德,101090402,chengde,2025-03-04,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-04T16:09:33
承德,101090402,chengde,2025-03-03,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,承德,2025-03-03T16:10:15
承德,101090402,chengde,2025-03-02,星期日,暂无,-1,#C4A39F,1.0,,花粉,承德,2025-03-02T17:01:54
承德,101090402,chengde,2025-03-01,星期六,暂无,-1,#C4A39F,1.0,,花粉,承德,2025-03-01T16:08:34
承德,101090402,chengde,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
承德,101090402,chengde,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
承德,101090402,chengde,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
承德,101090402,chengde,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
承德,101090402,chengde,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
承德,101090402,chengde,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
承德,101090402,chengde,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
承德,101090402,chengde,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
承德,101090402,chengde,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
包头,101080201,baotou,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
包头,101080201,baotou,2025-03-22,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-21T16:57:22
包头,101080201,baotou,2025-03-21,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-21T16:57:22
包头,101080201,baotou,2025-03-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-20T18:15:09
包头,101080201,baotou,2025-03-19,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-19T17:11:36
包头,101080201,baotou,2025-03-18,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-18T18:56:32
包头,101080201,baotou,2025-03-17,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-17T17:22:22
包头,101080201,baotou,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-16T17:53:51
包头,101080201,baotou,2025-03-15,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-15T18:17:23
包头,101080201,baotou,2025-03-14,星期五,未检测到花粉,0,#999999,1.0,,花粉,包头,2025-03-14T17:22:48
包头,101080201,baotou,2025-03-13,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-13T16:34:28
包头,101080201,baotou,2025-03-12,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-12T17:02:12
包头,101080201,baotou,2025-03-11,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-11T22:13:16
包头,101080201,baotou,2025-03-10,星期一,未检测到花粉,0,#999999,1.0,,花粉,包头,2025-03-10T18:08:21
包头,101080201,baotou,2025-03-09,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-09T18:02:05
包头,101080201,baotou,2025-03-08,星期六,未检测到花粉,0,#999999,1.0,,花粉,包头,2025-03-08T17:49:53
包头,101080201,baotou,2025-03-07,星期五,未检测到花粉,0,#999999,1.0,,花粉,包头,2025-03-07T17:32:22
包头,101080201,baotou,2025-03-06,星期四,未检测到花粉,0,#999999,1.0,,花粉,包头,2025-03-06T18:14:24
包头,101080201,baotou,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-03-05T23:30:00
包头,101080201,baotou,2025-03-04,星期二,未检测到花粉,0,#999999,1.0,,花粉,包头,2025-03-04T17:04:31
包头,101080201,baotou,2025-03-03,星期一,未检测到花粉,0,#999999,1.0,,花粉,包头,2025-03-03T18:19:13
包头,101080201,baotou,2025-03-02,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-02T18:05:31
包头,101080201,baotou,2025-03-01,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,包头,2025-03-02T06:30:00
包头,101080201,baotou,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
包头,101080201,baotou,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
包头,101080201,baotou,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
包头,101080201,baotou,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
包头,101080201,baotou,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
包头,101080201,baotou,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
包头,101080201,baotou,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
包头,101080201,baotou,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
包头,101080201,baotou,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
鄂尔多斯,101080701,eerduosi,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
鄂尔多斯,101080701,eerduosi,2025-03-22,星期六,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-21T17:29:19
鄂尔多斯,101080701,eerduosi,2025-03-21,星期五,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-21T17:29:19
鄂尔多斯,101080701,eerduosi,2025-03-20,星期四,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-20T21:08:53
鄂尔多斯,101080701,eerduosi,2025-03-19,星期三,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-19T17:30:52
鄂尔多斯,101080701,eerduosi,2025-03-18,星期二,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-18T17:28:04
鄂尔多斯,101080701,eerduosi,2025-03-17,星期一,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-17T17:45:16
鄂尔多斯,101080701,eerduosi,2025-03-16,星期日,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-16T21:22:27
鄂尔多斯,101080701,eerduosi,2025-03-15,星期六,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-15T17:28:27
鄂尔多斯,101080701,eerduosi,2025-03-14,星期五,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-14T17:44:55
鄂尔多斯,101080701,eerduosi,2025-03-13,星期四,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-13T17:27:30
鄂尔多斯,101080701,eerduosi,2025-03-12,星期三,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-12T17:33:33
鄂尔多斯,101080701,eerduosi,2025-03-11,星期二,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-11T17:27:49
鄂尔多斯,101080701,eerduosi,2025-03-10,星期一,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-10T22:11:07
鄂尔多斯,101080701,eerduosi,2025-03-09,星期日,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-09T17:27:36
鄂尔多斯,101080701,eerduosi,2025-03-08,星期六,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-08T17:28:03
鄂尔多斯,101080701,eerduosi,2025-03-07,星期五,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-07T17:28:49
鄂尔多斯,101080701,eerduosi,2025-03-06,星期四,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-06T17:24:22
鄂尔多斯,101080701,eerduosi,2025-03-05,星期三,未检测到花粉,0,#999999,1.0,,花粉,,2025-03-05T23:30:00
鄂尔多斯,101080701,eerduosi,2025-03-04,星期二,未检测到花粉,0,#999999,1.0,,花粉,鄂尔多斯,2025-03-04T21:21:28
鄂尔多斯,101080701,eerduosi,2025-03-03,星期一,未检测到花粉,0,#999999,1.0,,花粉,,2025-03-04T05:30:00
鄂尔多斯,101080701,eerduosi,2025-03-02,星期日,未检测到花粉,0,#999999,1.0,,花粉,,2025-03-03T06:30:00
鄂尔多斯,101080701,eerduosi,2025-03-01,星期六,暂无,-1,#C4A39F,1.0,,花粉,鄂尔多斯,2025-03-01T16:18:06
鄂尔多斯,101080701,eerduosi,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
鄂尔多斯,101080701,eerduosi,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
鄂尔多斯,101080701,eerduosi,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
鄂尔多斯,101080701,eerduosi,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
鄂尔多斯,101080701,eerduosi,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
鄂尔多斯,101080701,eerduosi,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
鄂尔多斯,101080701,eerduosi,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
鄂尔多斯,101080701,eerduosi,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
鄂尔多斯,101080701,eerduosi,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
哈尔滨,101050101,haerbin,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
哈尔滨,101050101,haerbin,2025-03-22,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-21T18:15:33
哈尔滨,101050101,haerbin,2025-03-21,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-21T18:15:33
哈尔滨,101050101,haerbin,2025-03-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-20T16:32:01
哈尔滨,101050101,haerbin,2025-03-19,星期三,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-19T16:31:17
哈尔滨,101050101,haerbin,2025-03-18,星期二,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-18T20:49:26
哈尔滨,101050101,haerbin,2025-03-17,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-17T17:14:32
哈尔滨,101050101,haerbin,2025-03-16,星期日,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-16T16:46:02
哈尔滨,101050101,haerbin,2025-03-15,星期六,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-15T17:29:50
哈尔滨,101050101,haerbin,2025-03-14,星期五,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-14T16:54:03
哈尔滨,101050101,haerbin,2025-03-13,星期四,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-13T16:30:17
哈尔滨,101050101,haerbin,2025-03-12,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-12T16:20:08
哈尔滨,101050101,haerbin,2025-03-11,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-11T17:11:04
哈尔滨,101050101,haerbin,2025-03-10,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-10T20:35:24
哈尔滨,101050101,haerbin,2025-03-09,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-09T18:57:14
哈尔滨,101050101,haerbin,2025-03-08,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-08T20:41:54
哈尔滨,101050101,haerbin,2025-03-07,星期五,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-07T16:50:26
哈尔滨,101050101,haerbin,2025-03-06,星期四,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-06T22:22:16
哈尔滨,101050101,haerbin,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,哈尔滨,2025-03-05T16:31:14
哈尔滨,101050101,haerbin,2025-03-04,星期二,未检测到花粉,0,#999999,1.0,,花粉,哈尔滨,2025-03-04T17:50:09
哈尔滨,101050101,haerbin,2025-03-03,星期一,未检测到花粉,0,#999999,1.0,,花粉,,2025-03-04T05:30:00
哈尔滨,101050101,haerbin,2025-03-02,星期日,暂无,-1,#C4A39F,1.0,,花粉,哈尔滨,2025-03-02T16:58:43
哈尔滨,101050101,haerbin,2025-03-01,星期六,暂无,-1,#C4A39F,1.0,,花粉,哈尔滨,2025-03-01T19:37:30
哈尔滨,101050101,haerbin,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
哈尔滨,101050101,haerbin,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
哈尔滨,101050101,haerbin,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
哈尔滨,101050101,haerbin,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
哈尔滨,101050101,haerbin,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
哈尔滨,101050101,haerbin,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
哈尔滨,101050101,haerbin,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
哈尔滨,101050101,haerbin,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
哈尔滨,101050101,haerbin,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
乌兰浩特,101081101,wulanhaote,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
乌兰浩特,101081101,wulanhaote,2025-03-22,星期六,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-21T21:24:39
乌兰浩特,101081101,wulanhaote,2025-03-21,星期五,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-21T21:24:39
乌兰浩特,101081101,wulanhaote,2025-03-20,星期四,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-20T21:40:08
乌兰浩特,101081101,wulanhaote,2025-03-19,星期三,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-19T19:47:06
乌兰浩特,101081101,wulanhaote,2025-03-18,星期二,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-18T22:08:50
乌兰浩特,101081101,wulanhaote,2025-03-17,星期一,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-17T22:31:46
乌兰浩特,101081101,wulanhaote,2025-03-16,星期日,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-16T23:30:00
乌兰浩特,101081101,wulanhaote,2025-03-15,星期六,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-15T22:11:36
乌兰浩特,101081101,wulanhaote,2025-03-14,星期五,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-14T21:17:58
乌兰浩特,101081101,wulanhaote,2025-03-13,星期四,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-13T23:30:00
乌兰浩特,101081101,wulanhaote,2025-03-12,星期三,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-12T17:44:17
乌兰浩特,101081101,wulanhaote,2025-03-11,星期二,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-11T22:36:20
乌兰浩特,101081101,wulanhaote,2025-03-10,星期一,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-10T18:44:57
乌兰浩特,101081101,wulanhaote,2025-03-09,星期日,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-09T22:12:04
乌兰浩特,101081101,wulanhaote,2025-03-08,星期六,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-08T22:17:31
乌兰浩特,101081101,wulanhaote,2025-03-07,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,乌兰浩特,2025-03-07T23:30:00
乌兰浩特,101081101,wulanhaote,2025-03-06,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-06T23:30:00
乌兰浩特,101081101,wulanhaote,2025-03-05,星期三,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-05T22:00:28
乌兰浩特,101081101,wulanhaote,2025-03-04,星期二,未检测到花粉,0,#999999,1.0,,花粉,乌兰浩特,2025-03-04T22:10:31
乌兰浩特,101081101,wulanhaote,2025-03-03,星期一,未检测到花粉,0,#999999,1.0,,花粉,,2025-03-04T05:30:00
乌兰浩特,101081101,wulanhaote,2025-03-02,星期日,未检测到花粉,0,#999999,1.0,,花粉,,2025-03-02T21:58:51
乌兰浩特,101081101,wulanhaote,2025-03-01,星期六,暂无,-1,#C4A39F,1.0,,花粉,乌兰浩特,2025-03-02T06:30:00
乌兰浩特,101081101,wulanhaote,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
乌兰浩特,101081101,wulanhaote,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
乌兰浩特,101081101,wulanhaote,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
乌兰浩特,101081101,wulanhaote,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
乌兰浩特,101081101,wulanhaote,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
乌兰浩特,101081101,wulanhaote,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
乌兰浩特,101081101,wulanhaote,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
乌兰浩特,101081101,wulanhaote,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
乌兰浩特,101081101,wulanhaote,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
海口,101310101,haikou,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
海口,101310101,haikou,2025-03-22,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-21T23:30:00
海口,101310101,haikou,2025-03-21,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-21T23:30:00
海口,101310101,haikou,2025-03-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-20T23:30:00
海口,101310101,haikou,2025-03-19,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-19T23:30:00
海口,101310101,haikou,2025-03-18,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-18T23:30:00
海口,101310101,haikou,2025-03-17,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-17T23:30:00
海口,101310101,haikou,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-16T23:30:00
海口,101310101,haikou,2025-03-15,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-15T23:30:00
海口,101310101,haikou,2025-03-14,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-14T23:30:00
海口,101310101,haikou,2025-03-13,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-13T23:30:00
海口,101310101,haikou,2025-03-12,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-12T23:30:00
海口,101310101,haikou,2025-03-11,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-11T23:30:00
海口,101310101,haikou,2025-03-10,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-10T23:30:00
海口,101310101,haikou,2025-03-09,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-09T23:30:00
海口,101310101,haikou,2025-03-08,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-08T23:30:00
海口,101310101,haikou,2025-03-07,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-07T23:30:00
海口,101310101,haikou,2025-03-06,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-06T23:30:00
海口,101310101,haikou,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-06T02:19:31
海口,101310101,haikou,2025-03-04,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-05T02:09:13
海口,101310101,haikou,2025-03-03,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-03-04T02:22:05
海口,101310101,haikou,2025-03-02,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-03T01:20:20
海口,101310101,haikou,2025-03-01,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,海口,2025-03-02T01:41:19
海口,101310101,haikou,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
海口,101310101,haikou,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
海口,101310101,haikou,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
海口,101310101,haikou,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
海口,101310101,haikou,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
海口,101310101,haikou,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
海口,101310101,haikou,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
海口,101310101,haikou,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
海口,101310101,haikou,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
天津,101030100,tianjin,2025-03-23,星期日,高,4,#FFAF13,,易引发过敏，加强防护，规范用药。,花粉,,
天津,101030100,tianjin,2025-03-22,星期六,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,天津,2025-03-21T17:37:22
天津,101030100,tianjin,2025-03-21,星期五,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,天津,2025-03-21T17:37:22
天津,101030100,tianjin,2025-03-20,星期四,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,天津,2025-03-20T16:38:39
天津,101030100,tianjin,2025-03-19,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-19T17:12:52
天津,101030100,tianjin,2025-03-18,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-18T16:48:20
天津,101030100,tianjin,2025-03-17,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-17T16:44:35
天津,101030100,tianjin,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-16T17:03:54
天津,101030100,tianjin,2025-03-15,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-15T17:43:52
天津,101030100,tianjin,2025-03-14,星期五,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,天津,2025-03-14T17:53:21
天津,101030100,tianjin,2025-03-13,星期四,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,天津,2025-03-13T17:16:49
天津,101030100,tianjin,2025-03-12,星期三,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,天津,2025-03-12T16:43:05
天津,101030100,tianjin,2025-03-11,星期二,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,天津,2025-03-11T16:45:21
天津,101030100,tianjin,2025-03-10,星期一,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,天津,2025-03-10T17:09:09
天津,101030100,tianjin,2025-03-09,星期日,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,天津,2025-03-09T23:30:00
天津,101030100,tianjin,2025-03-08,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-08T21:27:55
天津,101030100,tianjin,2025-03-07,星期五,未检测到花粉,0,#999999,1.0,,花粉,天津,2025-03-07T18:18:10
天津,101030100,tianjin,2025-03-06,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-06T16:42:40
天津,101030100,tianjin,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-05T16:39:42
天津,101030100,tianjin,2025-03-04,星期二,未检测到花粉,0,#999999,1.0,,花粉,天津,2025-03-04T16:38:15
天津,101030100,tianjin,2025-03-03,星期一,未检测到花粉,0,#999999,1.0,,花粉,天津,2025-03-03T16:35:52
天津,101030100,tianjin,2025-03-02,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-02T18:50:41
天津,101030100,tianjin,2025-03-01,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,天津,2025-03-01T18:17:55
天津,101030100,tianjin,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
天津,101030100,tianjin,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
天津,101030100,tianjin,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
